age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
24,M,P2R77Z0,Town,Basic Membership,02-10-2017,?,CID46021,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10:13:14,18,31.52,34093.15,8,959.6944277,Yes,No,Yes,Unsolved,Poor Website,1
31,F,JD965CI,Town,Basic Membership,06-03-2015,Yes,CID43397,Without Offers,Smartphone,Wi-Fi,15:32:57,6,949.4090514,29307.39,11,695.92,Yes,No,No,Not Applicable,Poor Website,1
28,M,4IS3X66,City,Basic Membership,08-12-2015,Yes,CID26059,Gift Vouchers/Coupons,Desktop,Mobile_Data,10:06:51,-999,65.69,44298.29,5,698.39,Yes,No,No,Not Applicable,Poor Website,1
52,F,NV57Z62,City,Gold Membership,25-07-2017,?,CID4021,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20:46:53,15,748.18,35277.51,18,691.95,Yes,Yes,No,Not Applicable,Too many ads,1
23,F,2NA40MU,City,Premium Membership,25-11-2015,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,23:24:07,19,33.03,30482.48,8,752.58,Yes,No,Yes,Solved,Poor Website,0
27,M,F2OR4UV,City,Basic Membership,19-12-2017,Yes,CID17716,Credit/Debit Card Offers,Desktop,Wi-Fi,7:01:43,10,48.8,34465.41,9,549.66,No,Yes,Yes,Solved,Poor Product Quality,1
41,M,FWAT79T,Town,Basic Membership,20-10-2017,?,CID34453,Credit/Debit Card Offers,Both,Fiber_Optic,7:20:08,12,264.27,5731.44,Error,617.69,No,Yes,No,Not Applicable,Poor Website,1
21,F,UJ3U8V5,City,Basic Membership,28-10-2017,Yes,CID29700,Gift Vouchers/Coupons,?,Wi-Fi,13:06:01,3,211.84,41029.96,26,,No,Yes,Yes,Unsolved,Too many ads,1
11,M,BY3ND4E,Town,Gold Membership,17-09-2015,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,1:02:02,14,92.35,44937.94,11,741.9,Yes,No,No,Not Applicable,Poor Customer Service,0
22,M,NH56Q3D,City,Gold Membership,10-06-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,10:53:25,16,346.04,43329.9,24,955.4592063,No,Yes,Yes,Solved,Poor Customer Service,1
50,M,N97HC7K,Town,Silver Membership,17-04-2016,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,16:26:15,9,127.87,31372.8,17,1307.336779,Yes,No,No,Not Applicable,Poor Customer Service,0
64,M,1D46P9C,City,Premium Membership,03-03-2015,Yes,CID34711,Credit/Debit Card Offers,Smartphone,Wi-Fi,9:08:18,-999,49.62,14533.71,15,796.05,Yes,No,No,Not Applicable,No reason specified,0
40,F,L294RHA,City,Basic Membership,04-05-2016,Yes,CID9492,Gift Vouchers/Coupons,Desktop,Mobile_Data,21:50:29,7,154.01,30614.51,17,656.73,Yes,No,No,Not Applicable,Poor Customer Service,1
57,F,47LKSE1,,Basic Membership,15-11-2016,?,CID50534,Credit/Debit Card Offers,Desktop,Mobile_Data,20:23:27,18,165.28,17806.33,5,517.84,No,Yes,Yes,No Information Available,No reason specified,1
55,F,3Q7TZJU,Town,Basic Membership,11-02-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,7:40:04,12,922.0259328,32376.2,21,-137.4573201,No,Yes,No,Not Applicable,Poor Customer Service,1
19,M,KKQHRP4,Village,Premium Membership,02-11-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18:53:21,20,35.45,36047.97,29,712.43,No,Yes,Yes,Solved in Follow-up,No reason specified,0
27,F,82M91SS,Village,No Membership,29-08-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,1:21:23,17,31.93,42609.4,51.88964919,1036.082104,Yes,No,Yes,Unsolved,Poor Website,1
42,M,O0N2NYZ,City,Gold Membership,10-11-2015,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,17:19:12,7,-645.6596661,80369.27,11,,Yes,No,No,Not Applicable,Reasonable Price,0
14,F,3OBNKPL,Village,Silver Membership,21-02-2017,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,2:06:49,23,31.79,47458.95,10,787.14,Yes,No,Yes,Solved in Follow-up,Too many ads,0
49,F,UFTABEM,Town,Gold Membership,10-11-2017,Yes,CID41467,Without Offers,Desktop,Fiber_Optic,17:26:17,15,216.93,3360.42,15,743.47,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0
16,F,6OTV8M0,Town,Platinum Membership,18-10-2015,No,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,19:58:54,20,437.23,18513.6,6,781.92,Yes,Yes,Yes,Solved,No reason specified,0
49,M,MTKWMM7,City,No Membership,23-11-2016,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,15:22:00,10,80.68,47686.39,Error,568.06,Yes,No,No,Not Applicable,No reason specified,1
38,F,PET8CTF,,Silver Membership,13-11-2016,?,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,9:49:44,5,86.04,7169.53,14,779.16,No,Yes,No,Not Applicable,Poor Product Quality,0
56,M,N9E9JDY,City,No Membership,18-08-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9:25:12,19,159.89,39068.6,26,,Yes,No,No,Not Applicable,No reason specified,1
36,M,VTXVZPE,City,Basic Membership,01-07-2016,Yes,CID26623,Credit/Debit Card Offers,Smartphone,Wi-Fi,17:03:01,12,138.62,27442.07,11,659.51,No,Yes,Yes,Solved,No reason specified,1
21,M,ANF4HIA,Town,Platinum Membership,20-09-2015,Yes,CID44049,Credit/Debit Card Offers,Smartphone,Fiber_Optic,7:41:17,7,1095.99,32116.26,18,792.58,Yes,Yes,No,Not Applicable,Poor Website,0
50,F,S0QJC7I,,Basic Membership,17-01-2016,Yes,CID57103,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10:51:23,15,148.69,22724.59,Error,188.2952185,Yes,No,No,Not Applicable,Too many ads,1
44,F,2XOA9LD,,Premium Membership,26-12-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18:01:54,4,347.79,78843.96,12,766,No,Yes,Yes,No Information Available,Reasonable Price,0
13,M,ANSO5CQ,Town,No Membership,05-03-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,9:18:11,24,323.93,19528.18,19,594.82,No,Yes,Yes,Unsolved,Poor Website,1
16,F,MJ1Y8JG,City,Silver Membership,11-11-2015,Yes,CID26081,Without Offers,Smartphone,Wi-Fi,0:34:29,8,152.36,15178.41,26,703.23,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0
29,M,D6NT02C,Village,No Membership,16-07-2017,Yes,CID6586,Credit/Debit Card Offers,Desktop,Mobile_Data,16:48:05,15,1153.886651,43861.76,18,613.58,No,Yes,No,Not Applicable,Poor Website,1
47,M,TIPBB9A,City,Basic Membership,16-06-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,5:04:28,21,106.22,47318.29,21,625.1,No,Yes,Yes,No Information Available,No reason specified,1
26,M,YL8DCLY,City,Silver Membership,10-07-2016,Yes,CID58849,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9:25:07,18,585.91,56607.85,13,771.79,Yes,No,Yes,Unsolved,Quality Customer Care,0
18,F,8JTP1N1,Town,Platinum Membership,14-08-2015,Yes,xxxxxxxx,Without Offers,Both,Mobile_Data,2:32:15,14,351.17,21782.68,16,757.63,Yes,No,Yes,Solved,Poor Website,0
11,F,IPRKE3M,City,Basic Membership,14-03-2016,Yes,CID55305,Without Offers,?,Fiber_Optic,1:00:37,16,129.09,8755.22,13,,Yes,No,No,Not Applicable,Too many ads,1
39,F,ME30WMD,Town,No Membership,11-09-2017,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,3:41:49,12,31.21,6470.31,6,714.26,Yes,No,Yes,No Information Available,No reason specified,1
55,M,O8I8MR5,Town,Gold Membership,06-07-2016,Yes,CID14789,Without Offers,Smartphone,Fiber_Optic,8:05:14,18,-829.7587862,43207.32,Error,678.53,No,Yes,Yes,No Information Available,No reason specified,1
34,M,1U91VWH,,Silver Membership,24-06-2017,Yes,CID54804,Without Offers,Both,Mobile_Data,22:40:39,16,-204.0130768,2023.4,18,799.51,Yes,Yes,Yes,No Information Available,Poor Product Quality,0
42,M,3FO3JZ8,Town,No Membership,05-08-2017,?,CID21275,Without Offers,Both,Mobile_Data,13:46:11,18,716.3426513,24951.24,6,662.76,Yes,No,No,Not Applicable,Poor Customer Service,1
17,M,BS9G076,City,Gold Membership,04-09-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,23:44:26,9,68.8,71747.98,9,746.27,Yes,No,No,Not Applicable,Quality Customer Care,0
48,M,WLSEUE4,Town,Premium Membership,02-03-2016,?,CID44658,Without Offers,Both,Fiber_Optic,9:11:59,-999,285.32,20513.22,5,779.26,No,Yes,No,Not Applicable,Poor Product Quality,0
54,M,CO99AO3,City,Silver Membership,28-07-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,10:05:05,21,123.31,42245.08,11,720.18,No,Yes,No,Not Applicable,Too many ads,0
26,M,9LOG7TB,City,No Membership,14-01-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,13:26:38,13,158.92,34961.8,18,,Yes,No,No,Not Applicable,Poor Product Quality,1
15,M,ZB55QBV,City,Gold Membership,05-04-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,1:23:27,-999,33.58,45141.32,16,797.98,Yes,No,No,Not Applicable,Poor Website,0
45,M,QXWRUOZ,Town,Gold Membership,21-06-2015,?,CID38638,Credit/Debit Card Offers,Smartphone,Mobile_Data,8:39:35,18,32.69,17755.38,10,746.52,No,Yes,Yes,Solved,Poor Website,0
48,M,7E3W7TC,Village,Basic Membership,23-02-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,6:25:04,9,104.1,21595.22,18,659.5,Yes,No,No,Not Applicable,No reason specified,1
28,F,G4Q1J1U,,No Membership,07-03-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12:59:33,5,155.53,49426.77,25,941.4048483,No,Yes,No,Not Applicable,Poor Customer Service,1
35,F,92G8BA6,City,Gold Membership,05-03-2015,Yes,CID30853,Without Offers,Smartphone,Mobile_Data,20:33:12,5,91.2,42417.63,15,726.44,Yes,No,No,Not Applicable,No reason specified,0
28,M,UZTBXES,City,No Membership,01-09-2016,Yes,CID23862,Without Offers,Smartphone,Mobile_Data,16:51:34,12,146.01,17285.5,19,645.63,Yes,No,No,Not Applicable,Poor Product Quality,1
63,M,CA7XKCR,Town,Silver Membership,11-08-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16:43:14,11,48.49,23726.69,25,775.96,Yes,No,No,Not Applicable,Too many ads,0
52,M,L9FMTT0,City,Silver Membership,27-09-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,4:29:38,13,160.34,6958.63,4,973.4032193,Yes,No,No,Not Applicable,Products always in Stock,0
63,M,P9D33GJ,Village,Gold Membership,08-10-2017,Yes,CID32047,Without Offers,Desktop,Wi-Fi,1:31:37,10,34.66,88332.27,15,848.68,Yes,No,Yes,Solved,User Friendly Website,0
61,F,QUOOIDT,,No Membership,17-02-2017,Yes,CID54484,Credit/Debit Card Offers,?,Wi-Fi,11:44:52,3,289.09,13391.76,23,606.15,Yes,No,No,Not Applicable,Poor Product Quality,1
63,M,SWEEYC8,City,Basic Membership,11-03-2017,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,7:09:07,5,1021.597764,47305.9,Error,245.374603,No,Yes,No,Not Applicable,No reason specified,1
62,F,TGWPJWO,Village,No Membership,15-06-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,5:33:29,21,-1022.55788,6531.5,16,601.79,Yes,No,Yes,Unsolved,Poor Customer Service,1
59,F,VAWNHCK,Village,Platinum Membership,26-02-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,1:28:21,13,30.12,12242.89,22,727.52,Yes,No,Yes,No Information Available,Too many ads,0
57,F,AKII2LA,City,No Membership,27-09-2016,Yes,CID53038,Without Offers,Smartphone,Wi-Fi,7:26:32,13,643.04,18643.4,12,281.2932049,Yes,Yes,No,Not Applicable,No reason specified,1
63,F,IE98WX4,City,Gold Membership,20-03-2016,Yes,CID10549,Without Offers,Smartphone,Mobile_Data,20:49:57,16,164.03,29861.27,18,756.6,No,Yes,Yes,No Information Available,Poor Customer Service,0
41,F,1U7YALC,City,No Membership,04-07-2015,Yes,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,22:22:26,10,414.26,9526.99,17,629.39,Yes,No,No,Not Applicable,Poor Product Quality,1
31,F,QS8L4OJ,City,Silver Membership,05-02-2016,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,23:57:28,15,134.9,13070.12,8,633.27,No,Yes,Yes,No Information Available,Poor Customer Service,1
55,F,43JVTT7,City,Basic Membership,28-04-2015,Yes,CID30892,Gift Vouchers/Coupons,Both,Wi-Fi,5:51:55,16,406.52,1775.41,51.7699119,1198.469708,Yes,No,No,Not Applicable,Poor Customer Service,1
21,M,RD94YYM,City,Premium Membership,03-08-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,6:36:15,24,31.5,43719.68,29,707.7,No,Yes,No,Not Applicable,Too many ads,0
61,M,S3WAWO0,City,No Membership,14-03-2017,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,12:51:20,12,201.19,46835.57,Error,528.17,No,Yes,Yes,Solved,No reason specified,1
14,F,D4SC3NJ,City,Premium Membership,14-10-2015,Yes,CID50447,Without Offers,Desktop,Mobile_Data,12:15:25,6,447.58,18877.49,25,791.5,Yes,No,No,Not Applicable,Poor Website,0
31,F,PNQEOV9,,No Membership,25-04-2017,?,CID62015,Without Offers,Smartphone,Fiber_Optic,14:20:55,20,311.78,21678.04,25,589.14,Yes,No,Yes,Unsolved,Poor Customer Service,1
36,F,TE3VK49,Village,Basic Membership,10-12-2016,Yes,CID17728,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9:02:02,23,996.56,47002.9,27,266.177099,Yes,No,Yes,No Information Available,No reason specified,1
54,M,Y8AXKXM,Town,Silver Membership,27-05-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18:10:24,14,362.76,46941.37,28,225.1423249,Yes,No,No,Not Applicable,Too many ads,1
12,F,2W9M2TC,,Basic Membership,27-03-2015,Yes,CID18374,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16:31:07,14,548.76,14602.35,27,676.64,No,Yes,Yes,Unsolved,Poor Website,1
59,M,8M6183Y,Town,Platinum Membership,31-01-2017,?,CID40866,Gift Vouchers/Coupons,Both,Fiber_Optic,9:34:35,3,1036.6,3371.33,12,720.93,No,Yes,No,Not Applicable,Poor Product Quality,0
33,M,IMXQ56C,Town,Basic Membership,26-03-2016,?,CID37167,Without Offers,Smartphone,Fiber_Optic,2:49:30,4,179.34,2172.37,17,555.54,No,Yes,Yes,Solved in Follow-up,Too many ads,1
35,M,KN1APXC,Town,No Membership,11-12-2016,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,0:49:37,19,32.83,29946.04,Error,522.38,Yes,No,No,Not Applicable,Poor Customer Service,1
47,F,468E76D,Town,Basic Membership,04-10-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:12:04,9,34.76,28342.97,16,656.31,Yes,No,Yes,No Information Available,Poor Product Quality,1
44,F,S7N1DHJ,Town,Basic Membership,06-12-2017,?,CID42582,Without Offers,Smartphone,Wi-Fi,8:04:02,7,700.64,48439.18,8,530.99,Yes,No,No,Not Applicable,Too many ads,1
60,M,WFS235P,,Basic Membership,28-01-2017,Yes,CID35058,Gift Vouchers/Coupons,Desktop,Mobile_Data,8:52:07,17,33.28,32935.97,Error,587.45,Yes,No,Yes,Solved,Too many ads,1
36,M,TDXVJMB,Town,Basic Membership,30-04-2016,Yes,CID26096,Credit/Debit Card Offers,Smartphone,Wi-Fi,2:28:20,10,195.06,40800.04,6,713.54,Yes,No,Yes,Solved,Too many ads,1
14,M,NVL1DGS,City,Premium Membership,17-09-2017,?,CID51643,Gift Vouchers/Coupons,Desktop,Mobile_Data,10:32:26,18,93.54,23992.47,23,,Yes,No,No,Not Applicable,Too many ads,0
63,F,NB30WCH,Village,Premium Membership,08-03-2015,?,CID20632,Without Offers,Desktop,Fiber_Optic,15:05:10,7,129.32,18500.24,14,780.32,Yes,No,No,Not Applicable,Reasonable Price,0
19,M,W44PHUD,Village,Basic Membership,30-05-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,22:19:55,-999,-870.4748182,38549.89,10,623.71,Yes,No,No,Not Applicable,Poor Customer Service,1
37,F,XN1CRCU,Town,Silver Membership,14-05-2016,?,CID3906,Credit/Debit Card Offers,Both,Fiber_Optic,2:11:57,21,204.03,12708.46,13,706.7,Yes,No,Yes,Solved,No reason specified,0
35,M,VNZD98D,Village,Silver Membership,05-04-2015,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,16:45:45,7,203.28,5151,24,774.12,Yes,Yes,No,Not Applicable,Too many ads,0
39,F,IE8TGG6,City,Platinum Membership,25-11-2016,?,CID35829,Without Offers,?,Wi-Fi,12:41:25,7,164.57,39530.8,11,773.58,Yes,No,Yes,Unsolved,User Friendly Website,0
18,M,UI3EDG7,,No Membership,08-08-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,19:38:53,14,332.18,42191.68,25,,Yes,Yes,No,Not Applicable,Too many ads,1
63,F,A2DT8OJ,City,No Membership,30-05-2017,?,CID31685,Without Offers,Smartphone,Mobile_Data,19:39:26,10,188.04,4919.32,14,606.88,No,Yes,Yes,Solved,Too many ads,1
51,M,SBQIW3D,,Basic Membership,26-10-2016,Yes,CID32220,Gift Vouchers/Coupons,Both,Mobile_Data,1:06:45,-999,418.92,13822.26,9,519.11,No,Yes,No,Not Applicable,No reason specified,0
43,M,KPFKY2U,City,Gold Membership,09-12-2016,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,6:25:10,15,460.37,7668.06,20,657.57,Yes,No,Yes,Solved,Poor Product Quality,1
23,F,JUHAL6A,Town,No Membership,19-11-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,19:14:11,20,32.19,17641.31,28,648.12,No,Yes,No,Not Applicable,No reason specified,1
56,M,9R2TYHS,,No Membership,10-04-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,17:18:28,6,174.11,21969.88,14,570.26,No,Yes,Yes,Unsolved,No reason specified,1
16,M,TE5T08N,City,Premium Membership,28-12-2016,Yes,CID19960,Credit/Debit Card Offers,Desktop,Wi-Fi,7:20:57,-999,158.43,38303.58,21,703.97,No,Yes,No,Not Applicable,Poor Website,0
11,F,I43CR4I,City,Silver Membership,09-10-2015,Yes,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,6:46:04,6,1289.66,92521.4,13,791.86,No,Yes,Yes,No Information Available,Reasonable Price,0
23,M,5EH6FA7,City,Gold Membership,16-10-2016,Yes,CID19476,Gift Vouchers/Coupons,Both,Mobile_Data,15:15:43,17,1521.32,79948.51,13,414.1294793,Yes,No,Yes,Solved,Reasonable Price,0
16,M,GUXJ7FA,City,Basic Membership,21-11-2016,?,CID55658,Gift Vouchers/Coupons,?,Fiber_Optic,7:18:41,17,150.95,20305.14,13,510.47,No,Yes,No,Not Applicable,Poor Customer Service,1
25,M,77IM22T,Town,Premium Membership,28-11-2015,Yes,CID21552,Gift Vouchers/Coupons,?,Fiber_Optic,22:35:33,6,191.81,21554.31,20,714.96,No,Yes,Yes,Unsolved,Poor Customer Service,0
31,M,R24JK0V,City,No Membership,14-12-2016,Yes,CID3513,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16:16:02,8,101.07,47816.69,6,695.15,No,Yes,No,Not Applicable,Poor Product Quality,1
13,F,LR7ER3F,Town,Gold Membership,20-05-2017,No,xxxxxxxx,Without Offers,Both,Fiber_Optic,20:40:43,12,423.04,36049.07,4,708.66,Yes,No,Yes,Solved,Quality Customer Care,0
19,M,XBI7E24,Village,No Membership,06-07-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,16:51:38,16,97.25,30766.84,27,689.47,Yes,No,No,Not Applicable,Poor Website,1
34,M,VNVBL7F,City,Premium Membership,14-05-2015,Yes,CID22805,Without Offers,Both,Wi-Fi,15:07:58,19,529.46,29340.72,13,769.66,No,Yes,No,Not Applicable,Too many ads,0
21,M,2R0198O,Town,Premium Membership,07-12-2016,Yes,CID24578,Gift Vouchers/Coupons,Desktop,Mobile_Data,11:45:38,17,185.23,37995.17,22,750.91,No,Yes,No,Not Applicable,Too many ads,0
17,M,2UGIY4Y,,Basic Membership,28-11-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,14:05:21,8,34.73,32618.64,7,577.09,Yes,No,No,Not Applicable,Too many ads,1
29,M,1XBU8VN,,No Membership,26-06-2017,Yes,CID17367,Without Offers,?,Mobile_Data,20:50:03,20,32.98,42445.96,11,616.6,No,Yes,Yes,No Information Available,Too many ads,1
19,F,QF7TQWJ,City,No Membership,25-03-2015,Yes,CID49123,Credit/Debit Card Offers,?,Mobile_Data,6:30:10,24,55.98,48642.92,6,597.41,Yes,No,No,Not Applicable,Poor Website,1
35,M,1J2AG6E,,Platinum Membership,03-03-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,5:50:23,11,171.75,44558.03,12,191.6612716,Yes,No,Yes,No Information Available,Poor Product Quality,0
60,M,XDQ8F1Q,Town,Premium Membership,05-05-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19:03:48,8,86.93,4461.54,19,748.54,No,Yes,Yes,Unsolved,Poor Product Quality,0
38,M,1J2IISX,City,No Membership,24-07-2016,Yes,CID6250,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10:44:06,16,665.92,41417.23,5,585.97,Yes,Yes,No,Not Applicable,Poor Product Quality,1
19,F,4YLKYGE,Town,Gold Membership,21-08-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,4:52:30,12,363.7,25610.78,16,1029.343862,No,Yes,Yes,Solved,Quality Customer Care,0
54,M,NUFQM37,Village,Basic Membership,28-06-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,8:13:30,7,219.5,2867.47,Error,,Yes,Yes,Yes,Solved in Follow-up,No reason specified,1
47,F,BIUCT93,,Basic Membership,11-01-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,2:30:11,11,34.28,16774.22,5,563.94,Yes,No,Yes,Solved,Poor Website,1
35,F,96IVCDY,,Silver Membership,18-02-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,14:26:41,17,227.51,90037.16,1,458.616876,Yes,No,No,Not Applicable,User Friendly Website,0
50,F,NKN1V5D,City,Silver Membership,23-08-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,1:24:40,12,33.67,33116.38,17,705.72,Yes,No,No,Not Applicable,Too many ads,1
44,F,JFS0Y4C,City,Basic Membership,22-02-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,9:23:17,10,386.45,15213.56,16,623.7,No,Yes,Yes,No Information Available,Poor Website,1
25,M,ZBXT3H6,Town,Gold Membership,25-12-2015,Yes,CID46007,Credit/Debit Card Offers,?,Fiber_Optic,8:34:49,10,957,3194.44,13,806,Yes,No,Yes,No Information Available,User Friendly Website,0
29,F,97YW7OJ,,Basic Membership,08-02-2017,Yes,CID24015,Credit/Debit Card Offers,?,Mobile_Data,15:50:35,12,57.8,47420.74,7,649.7,No,Yes,Yes,No Information Available,Poor Customer Service,1
62,M,5LOPMMW,City,No Membership,13-07-2016,?,CID15669,Gift Vouchers/Coupons,Desktop,Fiber_Optic,15:38:29,4,34.75,13256.87,11,,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
52,F,048KUOH,,Basic Membership,18-09-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10:19:11,16,-871.0034986,46147.59,9,630.4,No,Yes,No,Not Applicable,No reason specified,1
18,F,BEN3JDU,Town,No Membership,22-11-2015,?,CID51182,Without Offers,Desktop,Mobile_Data,2:56:18,7,-1894.285399,43979.63,10,670.13,Yes,No,Yes,Solved,No reason specified,1
30,M,Q9SF894,City,Basic Membership,08-06-2016,Yes,CID28323,Credit/Debit Card Offers,Desktop,Mobile_Data,4:33:00,9,47.74,27479.44,7,517.85,No,Yes,No,Not Applicable,Poor Customer Service,1
24,M,O65Q18B,City,Silver Membership,05-09-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,22:08:38,21,-798.9617591,2607.21,18,49.56274867,No,Yes,Yes,Solved,Too many ads,1
16,M,8I5ZXF8,Town,No Membership,29-09-2017,Yes,CID36985,Credit/Debit Card Offers,Desktop,Fiber_Optic,23:01:35,21,36.49,42734.3,24,620.49,No,Yes,Yes,Solved,Too many ads,1
17,F,JXFCUK9,,No Membership,22-06-2017,Yes,CID46614,Without Offers,Smartphone,Fiber_Optic,21:37:06,20,209.52,20083.57,7,,Yes,No,Yes,Unsolved,Poor Customer Service,1
61,F,AFWLL3U,Town,Premium Membership,12-01-2016,Yes,CID40435,Gift Vouchers/Coupons,Desktop,Wi-Fi,7:36:04,6,419.0778572,87513.3,18,838.85,Yes,Yes,Yes,Unsolved,Products always in Stock,0
11,F,2OEA0XY,City,Silver Membership,27-11-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,8:54:41,4,30.36,5397.73,25,703.47,Yes,No,Yes,Solved,Poor Product Quality,0
51,M,JWJYZER,Village,Platinum Membership,24-02-2017,Yes,CID11564,Credit/Debit Card Offers,Smartphone,Fiber_Optic,9:31:44,6,59.67,36367.32,20,726.31,Yes,No,Yes,No Information Available,No reason specified,0
17,M,LS1EP8J,Village,Premium Membership,22-06-2015,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,4:57:00,16,200.8373423,25052.15,7,714.03,Yes,No,Yes,Solved in Follow-up,Poor Website,0
12,M,2JV59ID,City,No Membership,14-04-2017,Yes,CID40367,Credit/Debit Card Offers,Smartphone,Mobile_Data,2:21:53,25,112.68,19528.48,Error,552.1,No,Yes,Yes,Solved,Poor Product Quality,1
30,F,M41D3BU,Town,Silver Membership,13-01-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,20:29:57,-999,311.82,46261.66,Error,773.28,No,Yes,Yes,No Information Available,Poor Customer Service,0
37,F,AIH7E3R,City,Platinum Membership,25-11-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,18:32:10,10,149.31,23375.3,8,767.52,No,Yes,Yes,Unsolved,Poor Website,0
35,F,ZWPNAAA,City,Gold Membership,29-09-2016,Yes,CID23222,Credit/Debit Card Offers,Desktop,Fiber_Optic,18:59:46,21,30.14,45325.13,Error,799.42,No,Yes,Yes,Solved,Poor Website,0
